3.14403 0.00164049
3.14161 0.00116119
3.14064 0.000948498
3.141 0.000821299
3.14126 0.000734509
3.14121 0.000670528
3.14152 0.000620705
3.14124 0.000580685
3.14128 0.000547466
3.14145 0.000519335
3.14124 0.00049521
3.14138 0.000474101
3.14151 0.000455475
3.14154 0.000438902
3.1415 0.000424026
3.14132 0.000410592
3.14135 0.000398328
3.14129 0.000387116
3.14131 0.000376788
3.14116 0.00036727
3.14113 0.000358424
3.14118 0.000350175
3.14123 0.000342472
3.1412 0.000335265
3.14127 0.000328481
3.14128 0.000322101
3.14124 0.000316085
3.14117 0.000310399
3.1412 0.000304996
3.14131 0.000299857
3.1413 0.000294981
3.14126 0.00029034
3.1413 0.000285903
3.14131 0.000281665
3.1413 0.000277614
3.14131 0.00027373
3.14135 0.000270001
3.14134 0.000266425
3.14141 0.00026298
3.1414 0.000259673
3.14137 0.00025649
3.14141 0.000253414
3.14143 0.000250448
3.14136 0.000247593
3.14137 0.000244825
3.14138 0.000242149
3.14135 0.000239561
3.14132 0.000237056
3.14132 0.000234624
3.14138 0.000232261
3.14137 0.000229973
3.14143 0.000227746
3.14139 0.00022559
3.14139 0.000223492
3.1414 0.00022145
3.14142 0.000219462
3.14147 0.000217524
3.1415 0.000215637
3.1415 0.000213802
3.14155 0.000212009
3.14155 0.000210264
3.14155 0.000208561
3.14159 0.000206896
3.14156 0.000205275
3.14155 0.000203691
3.14157 0.000202141
3.14161 0.000200623
3.14163 0.000199141
3.14165 0.000197691
3.14166 0.000196273
3.14167 0.000194885
3.1417 0.000193524
3.1417 0.000192195
3.14173 0.000190889
3.14172 0.000189613
3.14172 0.000188361
3.14174 0.000187133
3.14174 0.000185929
3.1417 0.000184752
3.1417 0.000183593
3.14169 0.000182458
3.14168 0.000181342
3.14168 0.000180246
3.14166 0.000179172
3.14166 0.000178115
3.14164 0.000177078
3.14164 0.000176057
3.14166 0.000175052
3.14169 0.000174064
3.14168 0.000173095
3.1417 0.00017214
3.14169 0.000171202
3.14169 0.000170279
3.14171 0.00016937
3.14169 0.000168478
3.1417 0.000167597
3.14172 0.00016673
3.14173 0.000165876
3.14172 0.000165037
3.14173 0.000164209
3.14172 0.000163395
3.14171 0.000162592
3.14172 0.0001618
3.14172 0.000161021
3.14174 0.000160251
3.14174 0.000159493
3.14176 0.000158745
3.14174 0.000158009
3.14174 0.000157283
3.14173 0.000156567
3.14173 0.00015586
3.14174 0.000155162
3.14173 0.000154475
3.14172 0.000153796
3.14172 0.000153126
3.14173 0.000152464
3.14175 0.00015181
3.14176 0.000151165
3.14173 0.00015053
3.14174 0.000149901
3.14174 0.00014928
3.14173 0.000148668
3.14174 0.000148062
3.14175 0.000147463
3.14176 0.000146871
3.14177 0.000146286
3.14177 0.000145709
3.14178 0.000145138
3.14179 0.000144574
3.14179 0.000144017
3.14179 0.000143466
3.1418 0.000142921
3.14181 0.000142382
3.14181 0.00014185
3.14181 0.000141324
3.1418 0.000140804
3.14178 0.00014029
3.14177 0.000139781
3.14176 0.000139278
3.14176 0.00013878
3.14174 0.000138288
3.14173 0.000137801
3.14172 0.000137319
3.1417 0.000136843
3.1417 0.000136369
3.14168 0.000135903
3.14169 0.000135439
3.14169 0.000134981
3.14169 0.000134527
3.1417 0.000134078
3.1417 0.000133633
3.1417 0.000133192
3.14168 0.000132758
3.14168 0.000132326
3.14169 0.000131898
3.14171 0.000131474
3.14171 0.000131054
3.14172 0.000130638
3.14171 0.000130227
3.14171 0.00012982
3.14171 0.000129416
3.14171 0.000129016
3.14171 0.00012862
3.1417 0.000128227
3.14169 0.000127839
3.14168 0.000127454
3.14169 0.000127071
3.14169 0.000126692
3.14172 0.000126315
3.14171 0.000125943
3.1417 0.000125575
3.14169 0.00012521
3.1417 0.000124847
3.14169 0.000124488
3.1417 0.000124132
3.14171 0.000123778
3.14171 0.000123428
3.14169 0.000123082
3.14168 0.000122738
3.14166 0.000122397
3.14164 0.00012206
3.14164 0.000121724
3.14165 0.000121391
3.14165 0.00012106
3.14165 0.000120733
3.14164 0.000120408
3.14164 0.000120086
3.14167 0.000119765
3.14167 0.000119447
3.14165 0.000119133
3.14165 0.000118821
3.14165 0.000118512
3.14164 0.000118205
3.14162 0.0001179
3.14163 0.000117598
3.14164 0.000117297
3.14164 0.000116998
3.14162 0.000116704
3.14162 0.00011641
3.14163 0.000116118
3.14163 0.000115829
3.14163 0.000115542
3.14164 0.000115256
3.14163 0.000114974
3.14163 0.000114693
3.14164 0.000114414
3.14164 0.000114137
3.14163 0.000113863
3.14164 0.00011359
3.14164 0.000113319
3.14163 0.000113051
3.14164 0.000112783
3.14164 0.000112518
3.14163 0.000112255
3.14163 0.000111994
3.14161 0.000111735
3.14162 0.000111477
3.14163 0.000111221
3.14164 0.000110966
3.14165 0.000110713
3.14165 0.000110462
3.14165 0.000110213
3.14164 0.000109966
3.14165 0.00010972
3.14166 0.000109476
3.14165 0.000109234
3.14166 0.000108993
3.14166 0.000108753
3.14165 0.000108516
3.14165 0.00010828
3.14164 0.000108046
3.14164 0.000107812
3.14164 0.000107581
3.14165 0.00010735
3.14164 0.000107122
3.14162 0.000106896
3.14163 0.00010667
3.14163 0.000106445
3.14163 0.000106222
3.14164 0.000106
3.14163 0.000105781
3.14162 0.000105562
3.14163 0.000105345
3.14163 0.000105128
3.14163 0.000104913
3.14162 0.000104701
3.14162 0.000104488
3.14163 0.000104277
3.14164 0.000104067
3.14163 0.000103859
3.14163 0.000103652
3.14164 0.000103446
3.14164 0.000103241
3.14164 0.000103038
3.14164 0.000102836
3.14164 0.000102634
3.14165 0.000102434
3.14165 0.000102235
3.14165 0.000102038
3.14165 0.000101841
3.14165 0.000101646
3.14165 0.000101452
3.14166 0.000101259
3.14166 0.000101066
3.14166 0.000100876
3.14166 0.000100686
3.14166 0.000100497
3.14164 0.00010031
3.14164 0.000100124
3.14164 9.99381e-05
3.14164 9.97533e-05
3.14164 9.957e-05
3.14164 9.93876e-05
